Player_match_SK,PlayerMatch_key,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Season_year,is_manofThematch,Age_As_on_match,IsPlayers_Team_won,Batting_Status,Bowling_Status,Player_Captain,Opposit_captain,Player_keeper,Opposit_keeper
18579,54833000029,548330,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Mumbai Indians,2012,0,28,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18580,54833000041,548330,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Mumbai Indians,2012,0,34,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18581,54833000052,548330,52,LRPL Taylor,3/8/1984,Right-hand bat,Right-arm offbreak,New Zealand,Player,Delhi Daredevils,Mumbai Indians,2012,0,28,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18582,54833000064,548330,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Player,Delhi Daredevils,Mumbai Indians,2012,0,35,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18583,54833000082,548330,82,AB Agarkar,12/4/1977,Right-hand bat,Right-arm fast,India,Player,Delhi Daredevils,Mumbai Indians,2012,0,35,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18584,54833000158,548330,158,KP Pietersen,6/27/1980,Right-hand bat,Right-arm offbreak,South Africa,Player,Delhi Daredevils,Mumbai Indians,2012,0,32,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18585,54833000183,548330,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Mumbai Indians,2012,0,29,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18586,54833000190,548330,190,M Morkel,10/6/1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Mumbai Indians,2012,0,28,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18587,54833000199,548330,199,Y Nagar,1/6/1990,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Mumbai Indians,2012,0,22,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18588,54833000232,548330,232,UT Yadav,10/25/1987,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Mumbai Indians,2012,0,25,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18589,54833000293,548330,293,S Nadeem,8/12/1989,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Mumbai Indians,2012,1,23,1,,,V Sehwag,Harbhajan Singh,NV Ojha,KD Karthik
18590,54833100006,548331,6,R Dravid,1/11/1973,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Deccan Chargers,2012,0,39,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18591,54833100039,548331,39,SK Trivedi,9/4/1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Deccan Chargers,2012,0,30,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18592,54833100075,548331,75,Pankaj Singh,5/6/1985,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Deccan Chargers,2012,0,27,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18593,54833100085,548331,85,AM Rahane,6/6/1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Deccan Chargers,2012,0,24,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18594,54833100104,548331,104,BJ Hodge,12/29/1974,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Deccan Chargers,2012,1,38,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18595,54833100192,548331,192,J Botha,5/2/1982,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Deccan Chargers,2012,0,30,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18596,54833100196,548331,196,A Singh,6/21/1981,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Deccan Chargers,2012,0,31,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18597,54833100204,548331,204,OA Shah,10/22/1978,Right-hand bat,Right-arm offbreak,England,Player,Rajasthan Royals,Deccan Chargers,2012,0,34,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18598,54833100266,548331,266,AL Menaria,10/29/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Deccan Chargers,2012,0,22,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18599,54833100277,548331,277,DH Yagnik,6/22/1983,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Deccan Chargers,2012,0,29,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18600,54833100316,548331,316,GB Hogg,2/6/1971,Left-hand bat,Slow left-arm chinaman,Australia,Player,Rajasthan Royals,Deccan Chargers,2012,0,41,1,,,R Dravid,KC Sangakkara,DH Yagnik,KC Sangakkara
18601,54833100026,548331,26,KC Sangakkara,10/27/1977,Left-hand bat,Right-arm offbreak,Sri Lanka,CaptainKeeper,Deccan Chargers,Rajasthan Royals,2012,0,35,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18602,54833100042,548331,42,S Dhawan,12/5/1985,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Rajasthan Royals,2012,0,27,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18603,54833100093,548331,93,B Chipli,1/27/1983,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Rajasthan Royals,2012,0,29,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18604,54833100094,548331,94,DW Steyn,6/27/1983,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Rajasthan Royals,2012,0,29,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18605,54833100136,548331,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Rajasthan Royals,2012,0,30,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18606,54833100154,548331,154,JP Duminy,4/14/1984,Left-hand bat,Right-arm offbreak,South Africa,Player,Deccan Chargers,Rajasthan Royals,2012,0,28,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18607,54833100211,548331,211,AA Jhunjhunwala,12/1/1982,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Rajasthan Royals,2012,0,30,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18608,54833100258,548331,258,DT Christian,5/4/1983,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Rajasthan Royals,2012,0,29,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18609,54833100314,548331,314,Ankit Sharma,4/20/1991,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Rajasthan Royals,2012,0,21,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18610,54833100446,548331,446,Anand Rajan,4/17/1987,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Rajasthan Royals,2012,0,25,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18611,54833100469,548331,469,T Mishra,12/22/1986,Right-hand bat,Right-arm fast-medium,India,Player,Deccan Chargers,Rajasthan Royals,2012,0,26,0,,,KC Sangakkara,R Dravid,KC Sangakkara,DH Yagnik
18612,54833200008,548332,8,V Kohli,11/5/1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,24,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18613,54833200015,548332,15,Z Khan,10/7/1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,34,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18614,54833200079,548332,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,23,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18615,54833200081,548332,81,R Vinay Kumar,2/12/1984,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,28,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18616,54833200110,548332,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Pune Warriors,2012,0,28,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18617,54833200135,548332,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,36,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18618,54833200162,548332,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Pune Warriors,2012,1,33,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18619,54833200175,548332,175,DL Vettori,1/27/1979,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Pune Warriors,2012,0,33,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18620,54833200181,548332,181,KP Appanna,12/20/1988,Right-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,24,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18621,54833200260,548332,260,MA Agarwal,2/16/1991,Right-hand bat,N/A,India,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,21,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18622,54833200311,548332,311,HV Patel,11/23/1990,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Pune Warriors,2012,0,22,1,,,DL Vettori,SC Ganguly,AB de Villiers,RV Uthappa
18623,54833200001,548332,1,SC Ganguly,7/8/1972,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Royal Challengers Bangalore,2012,0,40,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18624,54833200046,548332,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Royal Challengers Bangalore,2012,0,27,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18625,54833200073,548332,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,33,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18626,54833200106,548332,106,AB Dinda,3/25/1984,Right-hand bat,Right-arm medium-fast,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,28,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18627,54833200157,548332,157,JD Ryder,8/6/1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,28,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18628,54833200171,548332,171,M Manhas,10/12/1979,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,33,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18629,54833200191,548332,191,AD Mathews,6/2/1987,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,25,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18630,54833200235,548332,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,25,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18631,54833200299,548332,299,B Kumar,2/5/1990,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,22,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18632,54833200306,548332,306,SPD Smith,6/2/1989,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,23,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18633,54833200307,548332,307,MN Samuels,2/5/1981,Right-hand bat,Right-arm offbreak,West Indies,Player,Pune Warriors,Royal Challengers Bangalore,2012,0,31,0,,,SC Ganguly,DL Vettori,RV Uthappa,AB de Villiers
18634,54833300004,548333,4,DJ Hussey,7/15/1977,Right-hand bat,Right-arm offbreak,Australia,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,35,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18635,54833300014,548333,14,P Kumar,10/2/1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,26,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18636,54833300053,548333,53,AC Gilchrist,11/14/1971,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Kings XI Punjab,Kolkata Knight Riders,2012,0,41,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18637,54833300067,548333,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,24,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18638,54833300100,548333,100,SE Marsh,7/9/1983,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,29,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18639,54833300137,548333,137,AD Mascarenhas,10/30/1977,Right-hand bat,Right-arm fast-medium,England,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,35,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18640,54833300167,548333,167,PC Valthaty,12/7/1983,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,29,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18641,54833300212,548333,212,P Dogra,11/19/1984,Right-hand bat,Legbreak,India,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,28,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18642,54833300236,548333,236,Mandeep Singh,12/18/1991,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,21,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18643,54833300256,548333,256,Harmeet Singh,9/7/1992,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,20,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18644,54833300302,548333,302,BA Bhatt,5/13/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Kolkata Knight Riders,2012,0,22,0,,,AC Gilchrist,G Gambhir,AC Gilchrist,MS Bisla
18645,54833300002,548333,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,31,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18646,54833300009,548333,9,JH Kallis,10/16/1975,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,37,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18647,54833300031,548333,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,30,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18648,54833300040,548333,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Kings XI Punjab,2012,1,31,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18649,54833300066,548333,66,B Lee,11/8/1976,Right-hand bat,Right-arm fast,Australia,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,36,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18650,54833300087,548333,87,MK Tiwary,11/14/1985,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,27,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18651,54833300089,548333,89,R Bhatia,10/22/1979,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,33,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18652,54833300095,548333,95,DB Das,9/22/1986,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,26,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18653,54833300151,548333,151,L Balaji,9/27/1981,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,31,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18654,54833300214,548333,214,MS Bisla,12/27/1984,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Kings XI Punjab,2012,0,28,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18655,54833300315,548333,315,SP Narine,5/26/1988,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Kings XI Punjab,2012,0,24,1,,,G Gambhir,AC Gilchrist,MS Bisla,AC Gilchrist
18656,54833400029,548334,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Deccan Chargers,2012,0,28,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18657,54833400041,548334,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Deccan Chargers,2012,0,34,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18658,54833400054,548334,54,Y Venugopal Rao,2/26/1982,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Deccan Chargers,2012,0,30,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18659,54833400064,548334,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Player,Delhi Daredevils,Deccan Chargers,2012,0,35,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18660,54833400183,548334,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Deccan Chargers,2012,0,29,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18661,54833400187,548334,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Deccan Chargers,2012,1,26,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18662,54833400190,548334,190,M Morkel,10/6/1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Deccan Chargers,2012,0,28,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18663,54833400199,548334,199,Y Nagar,1/6/1990,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Deccan Chargers,2012,0,22,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18664,54833400293,548334,293,S Nadeem,8/12/1989,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Deccan Chargers,2012,0,23,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18665,54833400296,548334,296,VR Aaron,10/29/1989,Right-hand bat,Right-arm fast,India,Player,Delhi Daredevils,Deccan Chargers,2012,0,23,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18666,54833400334,548334,334,AD Russell,4/29/1988,Right-hand bat,Right-arm fast,West Indies,Player,Delhi Daredevils,Deccan Chargers,2012,0,24,1,,,V Sehwag,KC Sangakkara,NV Ojha,PA Patel
18667,54833400010,548334,10,CL White,8/18/1983,Right-hand bat,Legbreak googly,Australia,Player,Deccan Chargers,Delhi Daredevils,2012,0,29,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18668,54833400017,548334,17,PA Patel,3/9/1985,Left-hand bat,N/A,India,Keeper,Deccan Chargers,Delhi Daredevils,2012,0,27,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18669,54833400026,548334,26,KC Sangakkara,10/27/1977,Left-hand bat,Right-arm offbreak,Sri Lanka,Captain,Deccan Chargers,Delhi Daredevils,2012,0,35,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18670,54833400042,548334,42,S Dhawan,12/5/1985,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2012,0,27,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18671,54833400120,548334,120,MS Gony,1/4/1984,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Delhi Daredevils,2012,0,28,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18672,54833400136,548334,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Delhi Daredevils,2012,0,30,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18673,54833400154,548334,154,JP Duminy,4/14/1984,Left-hand bat,Right-arm offbreak,South Africa,Player,Deccan Chargers,Delhi Daredevils,2012,0,28,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18674,54833400313,548334,313,DJ Harris,12/31/1979,Right-hand bat,Right-arm medium,Australia,Player,Deccan Chargers,Delhi Daredevils,2012,0,33,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18675,54833400314,548334,314,Ankit Sharma,4/20/1991,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Delhi Daredevils,2012,0,21,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18676,54833400325,548334,325,A Ashish Reddy,2/24/1991,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Delhi Daredevils,2012,0,21,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18677,54833400450,548334,450,TP Sudhindra,4/24/1984,Left-hand bat,Right-arm fast,India,Player,Deccan Chargers,Delhi Daredevils,2012,0,28,0,,,KC Sangakkara,V Sehwag,PA Patel,NV Ojha
18678,54833500020,548335,20,MS Dhoni,7/7/1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Pune Warriors,2012,0,31,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18679,54833500021,548335,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2012,0,26,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18680,54833500023,548335,23,S Badrinath,8/30/1980,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2012,0,32,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18681,54833500035,548335,35,RA Jadeja,12/6/1988,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Pune Warriors,2012,0,24,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18682,54833500062,548335,62,WP Saha,10/24/1984,Right-hand bat,N/A,India,Player,Chennai Super Kings,Pune Warriors,2012,0,28,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18683,54833500071,548335,71,DJ Bravo,10/7/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Pune Warriors,2012,0,29,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18684,54833500186,548335,186,SB Jakati,11/27/1980,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Pune Warriors,2012,0,32,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18685,54833500201,548335,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2012,0,26,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18686,54833500248,548335,248,DE Bollinger,7/24/1981,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Pune Warriors,2012,0,31,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18687,54833500303,548335,303,F du Plessis,7/13/1984,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Pune Warriors,2012,0,28,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18688,54833500324,548335,324,KMDN Kulasekara,7/22/1982,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Chennai Super Kings,Pune Warriors,2012,1,30,1,,,MS Dhoni,SC Ganguly,MS Dhoni,RV Uthappa
18689,54833500001,548335,1,SC Ganguly,7/8/1972,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Chennai Super Kings,2012,0,40,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18690,54833500046,548335,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Chennai Super Kings,2012,0,27,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18691,54833500073,548335,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Chennai Super Kings,2012,0,33,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18692,54833500083,548335,83,M Kartik,9/11/1976,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Chennai Super Kings,2012,0,36,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18693,54833500096,548335,96,MK Pandey,9/10/1989,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Chennai Super Kings,2012,0,23,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18694,54833500157,548335,157,JD Ryder,8/6/1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Chennai Super Kings,2012,0,28,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18695,54833500191,548335,191,AD Mathews,6/2/1987,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Pune Warriors,Chennai Super Kings,2012,0,25,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18696,54833500235,548335,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2012,0,25,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18697,54833500299,548335,299,B Kumar,2/5/1990,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Chennai Super Kings,2012,0,22,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18698,54833500306,548335,306,SPD Smith,6/2/1989,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Chennai Super Kings,2012,0,23,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18699,54833500307,548335,307,MN Samuels,2/5/1981,Right-hand bat,Right-arm offbreak,West Indies,Player,Pune Warriors,Chennai Super Kings,2012,0,31,0,,,SC Ganguly,MS Dhoni,RV Uthappa,MS Dhoni
18700,54833600008,548336,8,V Kohli,11/5/1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kings XI Punjab,2012,0,24,1,,,DL Vettori,DJ Hussey,KB Arun Karthik,N Saini
